CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|PRS|MC|NVA_ALIANZA|MORENA|ES|PAN_PRD_PT_PRS|PAN_PRD_PT|PAN_PRD_PRS|PAN_PT_PRS|PRD_PT_PRS|PAN_PRD|PAN_PT|PAN_PRS|PRD_PT|PRD_PRS|PT_PRS|PRI_PVEM_NVA_ALIANZA|PRI_PVEM|PRI_NVA_ALIANZA|PVEM_NVA_ALIANZA|CAND_IND1|CAND_IND2|CAND_IND3|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
1.00|18.00|NAYARIT|2|11.00|TEPIC|17.00|TEPIC|757.00|U|B|109.00|54.00|13.00|9.00|2.00|0.00|14.00|0.00|51.00|5.00|4.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14.00|3.00|12.00|0.00|292.00|6.00|298.00|446.00|||||2|11|17|TEPIC|757|U|
1.00|18.00|NAYARIT|2|11.00|TEPIC|17.00|TEPIC|757.00|U|C01|97.00|52.00|11.00|6.00|3.00|3.00|14.00|0.00|29.00|0.00|2.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|2.00|14.00|0.00|238.00|3.00|241.00|445.00|||||2|11|17|TEPIC|757|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|759.00|U|B|89.00|32.00|15.00|6.00|3.00|1.00|18.00|2.00|56.00|5.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|1.00|0.00|0.00|0.00|6.00|2.00|47.00|0.00|287.00|7.00|294.00|518.00|||||2|7|17|TEPIC|759|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|759.00|U|C01|88.00|43.00|18.00|4.00|4.00|1.00|13.00|2.00|44.00|8.00|3.00|2.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|12.00|2.00|31.00|0.00|276.00|9.00|285.00|518.00|||||2|7|17|TEPIC|759|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|759.00|U|C02|95.00|40.00|16.00|12.00|1.00|1.00|8.00|5.00|45.00|2.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|1.00|29.00|0.00|263.00|7.00|270.00|518.00|||||2|7|17|TEPIC|759|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|760.00|U|B|138.00|59.00|26.00|10.00|3.00|1.00|21.00|2.00|79.00|4.00|2.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|14.00|4.00|20.00|0.00|386.00|7.00|393.00|688.00|||||2|7|17|TEPIC|760|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|760.00|U|C01|123.00|63.00|12.00|12.00|1.00|0.00|20.00|1.00|73.00|7.00|2.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|13.00|2.00|32.00|0.00|363.00|9.00|372.00|688.00|||||2|7|17|TEPIC|760|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|760.00|U|C02|153.00|70.00|13.00|12.00|2.00|2.00|19.00|2.00|58.00|3.00|2.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|9.00|0.00|24.00|348.00|5.00|377.00|688.00|||||2|7|17|TEPIC|760|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|760.00|U|C03|119.00|42.00|20.00|7.00|1.00|1.00|21.00|3.00|85.00|8.00|2.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|9.00|2.00|24.00|0.00|351.00|4.00|355.00|688.00|||||2|7|17|TEPIC|760|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|760.00|U|C04|130.00|54.00|15.00|9.00|1.00|1.00|21.00|3.00|61.00|7.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|7.00|3.00|30.00|0.00|347.00|7.00|354.00|688.00|||||2|7|17|TEPIC|760|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|761.00|U|B|182.00|99.00|26.00|13.00|2.00|1.00|26.00|1.00|60.00|3.00|5.00|3.00|0.00|0.00|0.00|1.00|1.00|0.00|2.00|0.00|0.00|0.00|1.00|0.00|1.00|16.00|2.00|20.00|0.00|465.00|6.00|471.00|729.00|||||2|7|17|TEPIC|761|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|762.00|U|B|140.00|80.00|14.00|12.00|4.00|2.00|21.00|1.00|70.00|4.00|9.00|1.00|0.00|0.00|0.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|11.00|2.00|15.00|0.00|392.00|5.00|397.00|646.00|||||2|7|17|TEPIC|762|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|762.00|U|C01|144.00|86.00|25.00|9.00|5.00|2.00|16.00|1.00|82.00|9.00|8.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|8.00|6.00|27.00|0.00|431.00|4.00|435.00|645.00|||||2|7|17|TEPIC|762|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|763.00|U|B|108.00|52.00|23.00|12.00|3.00|1.00|19.00|2.00|52.00|7.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|12.00|1.00|33.00|0.00|328.00|5.00|333.00|599.00|||||2|14|17|TEPIC|763|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|763.00|U|C01|96.00|36.00|20.00|10.00|2.00|2.00|23.00|7.00|40.00|1.00|8.00|3.00|1.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|17.00|1.00|41.00|0.00|310.00|7.00|317.00|599.00|||||2|14|17|TEPIC|763|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|763.00|U|C02|113.00|53.00|9.00|6.00|4.00|0.00|9.00|2.00|51.00|2.00|2.00|0.00|0.00|1.00|0.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|19.00|1.00|32.00|1.00|308.00|14.00|323.00|599.00|||||2|14|17|TEPIC|763|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|764.00|U|B|126.00|86.00|11.00|13.00|4.00|0.00|24.00|4.00|86.00|3.00|8.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|10.00|1.00|29.00|0.00|408.00|9.00|417.00|704.00|||||2|14|17|TEPIC|764|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|764.00|U|C01|141.00|61.00|15.00|25.00|2.00|2.00|18.00|4.00|68.00|4.00|5.00|0.00|0.00|0.00|0.00|7.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|7.00|6.00|34.00|0.00|400.00|7.00|407.00|703.00|||||2|14|17|TEPIC|764|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|764.00|U|C02|135.00|90.00|13.00|11.00|1.00|2.00|16.00|6.00|64.00|3.00|6.00|0.00|0.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|9.00|1.00|0.00|0.00|362.00|6.00|368.00|703.00|||||2|14|17|TEPIC|764|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|764.00|U|C03|151.00|85.00|6.00|15.00|3.00|0.00|14.00|5.00|68.00|2.00|4.00|3.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|8.00|2.00|29.00|0.00|400.00|11.00|411.00|703.00|||||2|14|17|TEPIC|764|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|764.00|U|C04|165.00|51.00|24.00|1.00|28.00|5.00|83.00|6.00|2.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|8.00|1.00|27.00|1.00|404.00|9.00|414.00|703.00|||||2|14|17|TEPIC|764|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|764.00|U|C05|127.00|71.00|22.00|16.00|2.00|6.00|22.00|5.00|75.00|6.00|2.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|12.00|5.00|28.00|0.00|402.00|6.00|408.00|703.00|||||2|14|17|TEPIC|764|U|
1.00|18.00|NAYARIT|2|11.00|TEPIC|17.00|TEPIC|765.00|U|B|140.00|70.00|19.00|16.00|4.00|1.00|11.00|3.00|85.00|1.00|3.00|0.00|0.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|1.00|1.00|1.00|0.00|11.00|2.00|28.00|0.00|400.00|7.00|407.00|669.00|||||2|11|17|TEPIC|765|U|
1.00|18.00|NAYARIT|2|11.00|TEPIC|17.00|TEPIC|765.00|U|C01|164.00|88.00|18.00|14.00|3.00|0.00|20.00|3.00|79.00|7.00|4.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|1.00|1.00|1.00|0.00|0.00|7.00|4.00|16.00|0.00|432.00|0.00|432.00|669.00|||||2|11|17|TEPIC|765|U|
1.00|18.00|NAYARIT|2|11.00|TEPIC|17.00|TEPIC|765.00|U|C02|137.00|71.00|11.00|9.00|3.00|0.00|26.00|3.00|95.00|5.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|13.00|1.00|19.00|0.00|397.00|6.00|403.00|669.00|||||2|11|17|TEPIC|765|U|
1.00|18.00|NAYARIT|2|11.00|TEPIC|17.00|TEPIC|765.00|U|C03|131.00|83.00|14.00|15.00|5.00|1.00|19.00|2.00|77.00|4.00|6.00|0.00|1.00|0.00|0.00|3.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|4.00|31.00|0.00|401.00|6.00|407.00|668.00|||||2|11|17|TEPIC|765|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|766.00|U|B|105.00|43.00|16.00|11.00|0.00|0.00|5.00|1.00|48.00|2.00|3.00|2.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14.00|2.00|24.00|0.00|278.00|0.00|278.00|519.00|||||2|14|17|TEPIC|766|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|766.00|U|C01|86.00|50.00|8.00|9.00|2.00|0.00|11.00|2.00|51.00|1.00|3.00|1.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|11.00|1.00|25.00|0.00|263.00|8.00|271.00|518.00|||||2|14|17|TEPIC|766|U|
1.00|18.00|NAYARIT|2|14.00|XALISCO|17.00|TEPIC|766.00|U|C02|80.00|57.00|11.00|6.00|4.00|2.00|13.00|4.00|27.00|6.00|5.00|3.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|17.00|1.00|20.00|0.00|259.00|11.00|270.00|518.00|||||2|14|17|TEPIC|766|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|767.00|U|B|142.00|78.00|24.00|7.00|9.00|0.00|25.00|0.00|84.00|3.00|4.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14.00|2.00|31.00|0.00|426.00|5.00|431.00|677.00|||||2|7|17|TEPIC|767|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|768.00|R|B|15.00|59.00|2.00|1.00|0.00|0.00|0.00|1.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|2.00|0.00|86.00|6.00|92.00|161.00|||||2|6|17|TEPIC|768|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|769.00|R|B|36.00|42.00|8.00|4.00|1.00|0.00|2.00|2.00|6.00|1.00|2.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|15.00|0.00|122.00|3.00|125.00|158.00|||||2|6|17|TEPIC|769|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|769.00|R|E01|46.00|85.00|5.00|4.00|0.00|0.00|0.00|2.00|15.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|4.00|0.00|63.00|0.00|225.00|7.00|232.00|319.00|||||2|6|17|TEPIC|769|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|769.00|R|E02|26.00|68.00|5.00|3.00|5.00|0.00|4.00|1.00|67.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|2.00|0.00|1.00|0.00|1.00|2.00|32.00|0.00|220.00|18.00|238.00|301.00|||||2|6|17|TEPIC|769|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|770.00|M|B|93.00|95.00|49.00|6.00|4.00|1.00|7.00|6.00|32.00|2.00|4.00|2.00|0.00|0.00|0.00|5.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|1.00|109.00|0.00|423.00|0.00|423.00|730.00|||||2|6|17|TEPIC|770|M|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|770.00|M|C01|59.00|96.00|46.00|8.00|7.00|0.00|7.00|8.00|29.00|1.00|3.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|3.00|120.00|0.00|396.00|24.00|420.00|730.00|||||2|6|17|TEPIC|770|M|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|770.00|M|E01|36.00|30.00|9.00|4.00|3.00|0.00|1.00|1.00|9.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|20.00|0.00|119.00|8.00|127.00|188.00|||||2|6|17|TEPIC|770|M|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|771.00|R|B|38.00|54.00|1.00|4.00|3.00|1.00|3.00|1.00|13.00|0.00|1.00|3.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|2.00|3.00|0.00|0.00|3.00|0.00|36.00|0.00|169.00|3.00|172.00|272.00|||||2|6|17|TEPIC|771|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|771.00|R|E01|16.00|48.00|6.00|2.00|1.00|0.00|0.00|1.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14.00|0.00|96.00|4.00|100.00|143.00|||||2|6|17|TEPIC|771|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|772.00|R|B|67.00|34.00|18.00|8.00|0.00|0.00|2.00|4.00|26.00|0.00|5.00|2.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|2.00|25.00|1.00|195.00|14.00|210.00|454.00|||||2|6|17|TEPIC|772|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|772.00|R|E01|3.00|47.00|2.00|1.00|1.00|1.00|5.00|3.00|21.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|1.00|34.00|0.00|125.00|8.00|133.00|196.00|||||2|6|17|TEPIC|772|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|773.00|R|B|31.00|68.00|17.00|10.00|0.00|1.00|11.00|2.00|27.00|11.00|3.00|0.00|0.00|0.00|0.00|3.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|11.00|0.00|49.00|0.00|246.00|12.00|258.00|470.00|||||2|6|17|TEPIC|773|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|774.00|R|B|154.00|182.00|21.00|2.00|1.00|3.00|0.00|6.00|43.00|1.00|8.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|2.00|40.00|0.00|468.00|19.00|487.00|685.00|||||2|6|17|TEPIC|774|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|774.00|R|C01|187.00|142.00|15.00|6.00|1.00|2.00|7.00|4.00|30.00|3.00|6.00|1.00|0.00|0.00|0.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|7.00|0.00|45.00|0.00|462.00|19.00|481.00|684.00|||||2|6|17|TEPIC|774|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|775.00|R|B|16.00|24.00|9.00|4.00|1.00|1.00|2.00|2.00|17.00|1.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|0.00|23.00|0.00|109.00|2.00|111.00|183.00|||||2|6|17|TEPIC|775|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|775.00|R|E01|11.00|15.00|1.00|0.00|0.00|0.00|1.00|1.00|8.00|0.00|3.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|16.00|0.00|58.00|2.00|60.00|89.00|||||2|6|17|TEPIC|775|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|776.00|R|B|16.00|25.00|3.00|2.00|1.00|0.00|1.00|0.00|7.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|1.00|16.00|0.00|77.00|2.00|79.00|104.00|||||2|6|17|TEPIC|776|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|777.00|R|B|18.00|36.00|11.00|3.00|1.00|1.00|1.00|1.00|12.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|1.00|20.00|0.00|112.00|0.00|112.00|190.00|||||2|6|17|TEPIC|777|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|778.00|R|B|113.00|130.00|25.00|6.00|1.00|1.00|6.00|6.00|14.00|1.00|1.00|2.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|3.00|0.00|37.00|0.00|0.00|348.00|11.00|359.00|521.00|||||2|6|17|TEPIC|778|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|779.00|U|B|74.00|70.00|10.00|10.00|4.00|0.00|11.00|2.00|86.00|1.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|12.00|1.00|44.00|0.00|330.00|7.00|337.00|517.00|||||2|6|17|TEPIC|779|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|779.00|U|C01|75.00|70.00|17.00|4.00|4.00|0.00|6.00|1.00|72.00|1.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|14.00|1.00|47.00|0.00|316.00|5.00|321.00|517.00|||||2|6|17|TEPIC|779|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|780.00|U|B|80.00|91.00|17.00|5.00|11.00|2.00|18.00|4.00|73.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|2.00|0.00|0.00|8.00|2.00|54.00|0.00|370.00|21.00|391.00|619.00|||||2|6|17|TEPIC|780|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|780.00|U|C01|68.00|81.00|15.00|5.00|14.00|3.00|11.00|5.00|83.00|4.00|3.00|1.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|6.00|1.00|59.00|0.00|364.00|24.00|388.00|619.00|||||2|6|17|TEPIC|780|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|780.00|U|C02|66.00|77.00|15.00|18.00|12.00|3.00|12.00|2.00|71.00|4.00|1.00|1.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|1.00|3.00|0.00|0.00|5.00|1.00|53.00|0.00|348.00|13.00|361.00|619.00|||||2|6|17|TEPIC|780|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|781.00|M|B|79.00|57.00|14.00|5.00|10.00|0.00|7.00|2.00|77.00|2.00|7.00|0.00|0.00|0.00|0.00|0.00|1.00|2.00|0.00|0.00|0.00|1.00|5.00|0.00|0.00|2.00|0.00|37.00|0.00|308.00|21.00|329.00|481.00|||||2|6|17|TEPIC|781|M|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|781.00|M|C01|72.00|50.00|11.00|7.00|10.00|2.00|8.00|3.00|65.00|2.00|4.00|1.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|7.00|0.00|43.00|0.00|288.00|6.00|294.00|481.00|||||2|6|17|TEPIC|781|M|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|782.00|U|B|82.00|38.00|16.00|7.00|4.00|2.00|15.00|4.00|95.00|2.00|3.00|1.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|6.00|0.00|45.00|0.00|325.00|13.00|338.00|517.00|||||2|6|17|TEPIC|782|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|782.00|U|C01|75.00|55.00|10.00|5.00|5.00|0.00|12.00|1.00|92.00|3.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|5.00|1.00|47.00|0.00|315.00|8.00|323.00|516.00|||||2|6|17|TEPIC|782|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|783.00|U|B|56.00|70.00|9.00|8.00|8.00|0.00|12.00|2.00|99.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|8.00|0.00|36.00|0.00|313.00|7.00|320.00|449.00|||||2|6|17|TEPIC|783|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|783.00|U|C01|82.00|47.00|7.00|7.00|4.00|2.00|8.00|1.00|87.00|4.00|2.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|9.00|2.00|35.00|0.00|299.00|7.00|306.00|448.00|||||2|6|17|TEPIC|783|U|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|784.00|R|B|46.00|29.00|25.00|1.00|4.00|2.00|1.00|3.00|4.00|0.00|0.00|2.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|15.00|0.00|135.00|5.00|140.00|220.00|||||2|7|17|TEPIC|784|R|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|784.00|R|E01|10.00|44.00|1.00|0.00|6.00|2.00|0.00|2.00|99.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|15.00|0.00|181.00|4.00|185.00|230.00|||||2|7|17|TEPIC|784|R|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|785.00|R|B|42.00|53.00|16.00|3.00|6.00|2.00|2.00|4.00|59.00|2.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|3.00|0.00|0.00|2.00|0.00|59.00|0.00|257.00|22.00|279.00|502.00|||||2|7|17|TEPIC|785|R|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|785.00|R|C01|45.00|76.00|18.00|3.00|11.00|1.00|11.00|3.00|41.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|1.00|0.00|0.00|4.00|0.00|57.00|0.00|276.00|19.00|295.00|502.00|||||2|7|17|TEPIC|785|R|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|785.00|R|C02|44.00|66.00|18.00|5.00|11.00|3.00|8.00|1.00|51.00|1.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|0.00|0.00|2.00|0.00|53.00|0.00|269.00|19.00|288.00|502.00|||||2|7|17|TEPIC|785|R|
1.00|18.00|NAYARIT|2|7.00|TEPIC|17.00|TEPIC|786.00|R|B|16.00|71.00|12.00|3.00|8.00|2.00|8.00|3.00|58.00|4.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|17.00|3.00|55.00|0.00|262.00|4.00|266.00|436.00|||||2|7|17|TEPIC|786|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|787.00|R|B|49.00|104.00|17.00|5.00|0.00|2.00|3.00|1.00|29.00|0.00|2.00|0.00|1.00|0.00|0.00|1.00|1.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|6.00|0.00|33.00|0.00|256.00|8.00|264.00|366.00|||||2|6|17|TEPIC|787|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|788.00|U|B|96.00|83.00|9.00|9.00|2.00|1.00|6.00|1.00|54.00|1.00|2.00|2.00|0.00|0.00|0.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|6.00|0.00|13.00|0.00|290.00|4.00|294.00|418.00|||||2|6|17|TEPIC|788|U|
