CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|NVA_ALIANZA|MORENA|ES|PRD_PAN|PRI_PVEM_NVA_ALIANZA|PRI_PVEM|PRI_NVA_ALIANZA|PVEM_NVA_ALIANZA|CAND_IND1|CAND_IND2|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|607.00|URBANO(A)|B|68.00|139.00|28.00|11.00|3.00|9.00|57.00|29.00|1.00|0.00|0.00|0.00|0.00|3.00|14.00|0.00|362.00|12.00|374.00|637.00|ACTA CASILLA||||2|10|20|JEREZ|607|U|
2|32|ZACATECAS|3|16.00|RIO GRANDE|6.00|CAÑITAS DE FELIPE PESCADOR|61.00|MIXTO(A)|B|97.00|41.00|6.00|2.00|33.00|11.00|48.00|69.00|1.00|0.00|4.00|0.00|0.00|1.00|6.00|0.00|319.00|11.00|330.00|411.00|GRUPO DE RECUENTO||||1|16|6|CAÐITAS DE FELIPE PESCADOR|61|M|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|137.00|MIXTO(A)|C04|18.00|95.00|13.00|8.00|5.00|5.00|86.00|53.00|2.00|0.00|1.00|0.00|0.00|1.00|5.00|0.00|292.00|1.00|293.00|601.00|ACTA CASILLA||||1|5|10|FRESNILLO|137|M|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1723.00|URBANO(A)|B|21.00|97.00|70.00|4.00|3.00|17.00|23.00|35.00|3.00|1.00|0.00|4.00|0.00|1.00|0.00|0.00|279.00|9.00|288.00|446.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1723|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|226.00|RURAL|B|2.00|45.00|4.00|7.00|1.00|2.00|156.00|17.00|0.00|0.00|1.00|0.00|0.00|1.00|1.00|0.00|237.00|7.00|244.00|328.00|ACTA CASILLA||||1|5|10|FRESNILLO|226|R|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|148.00|MIXTO(A)|B|22.00|90.00|21.00|5.00|2.00|9.00|122.00|32.00|3.00|0.00|0.00|0.00|0.00|3.00|4.00|0.00|313.00|8.00|321.00|674.00|ACTA CASILLA||||1|7|10|FRESNILLO|148|M|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|148.00|MIXTO(A)|C01|32.00|82.00|16.00|12.00|2.00|4.00|118.00|46.00|2.00|0.00|0.00|0.00|0.00|3.00|6.00|0.00|323.00|13.00|336.00|674.00|ACTA CASILLA||||1|7|10|FRESNILLO|148|M|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|37.00|GENERAL PANFILO NATERA|436.00|URBANO(A)|B|16.00|58.00|53.00|40.00|35.00|26.00|36.00|34.00|4.00|0.00|1.00|1.00|0.00|2.00|1.00|0.00|307.00|13.00|320.00|467.00|ACTA CASILLA||||4|8|16|GENERAL PANFILO NATERA|436|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1716.00|URBANO(A)|C01|16.00|126.00|81.00|2.00|8.00|12.00|48.00|11.00|12.00|3.00|0.00|4.00|0.00|0.00|0.00|0.00|323.00|3.00|326.00|507.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1716|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1717.00|URBANO(A)|B|9.00|162.00|75.00|0.00|5.00|10.00|30.00|10.00|5.00|5.00|4.00|3.00|0.00|0.00|3.00|0.00|321.00|5.00|326.00|516.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1717|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|37.00|GENERAL PANFILO NATERA|437.00|MIXTO(A)|B|10.00|58.00|100.00|53.00|61.00|31.00|38.00|46.00|2.00|0.00|3.00|3.00|0.00|2.00|0.00|0.00|407.00|9.00|416.00|580.00|ACTA CASILLA||||4|8|16|GENERAL PANFILO NATERA|437|M|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|229.00|URBANO(A)|C01|18.00|158.00|10.00|12.00|13.00|4.00|219.00|40.00|2.00|2.00|2.00|0.00|0.00|0.00|8.00|0.00|488.00|19.00|507.00|743.00|ACTA CASILLA||||1|5|10|FRESNILLO|229|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|466.00|URBANO(A)|C01|23.00|120.00|43.00|2.00|13.00|3.00|137.00|18.00|2.00|0.00|1.00|0.00|0.00|11.00|13.00|0.00|386.00|7.00|393.00|716.00|ACTA CASILLA||||4|4|17|GUADALUPE|466|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|138.00|URBANO(A)|B|24.00|121.00|9.00|11.00|8.00|5.00|106.00|41.00|0.00|0.00|0.00|0.00|0.00|5.00|7.00|1.00|337.00|12.00|350.00|652.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|138|U|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|163.00|URBANO(A)|C01|34.00|81.00|17.00|2.00|5.00|3.00|105.00|41.00|0.00|1.00|1.00|0.00|0.00|4.00|5.00|0.00|299.00|9.00|308.00|604.00|ACTA CASILLA||||1|7|10|FRESNILLO|163|U|
2|32|ZACATECAS|3|16.00|RIO GRANDE|6.00|CAÑITAS DE FELIPE PESCADOR|61.00|MIXTO(A)|C01|69.00|38.00|6.00|2.00|25.00|5.00|56.00|87.00|2.00|0.00|1.00|0.00|0.00|5.00|0.00|0.00|296.00|0.00|296.00|411.00|ACTA CASILLA||||1|16|6|CAÐITAS DE FELIPE PESCADOR|61|M|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|163.00|URBANO(A)|C02|17.00|96.00|10.00|8.00|5.00|4.00|126.00|30.00|3.00|0.00|2.00|0.00|0.00|6.00|7.00|1.00|314.00|5.00|320.00|603.00|ACTA CASILLA||||1|7|10|FRESNILLO|163|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|468.00|URBANO(A)|B|6.00|110.00|23.00|7.00|10.00|0.00|67.00|24.00|0.00|2.00|4.00|1.00|0.00|2.00|5.00|0.00|261.00|9.00|270.00|529.00|ACTA CASILLA||||4|4|17|GUADALUPE|468|U|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1094.00|MIXTO(A)|B|6.00|121.00|5.00|1.00|3.00|2.00|157.00|16.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|313.00|14.00|327.00|423.00|ACTA CASILLA||||4|15|38|PINOS|1094|M|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|37.00|GENERAL PANFILO NATERA|441.00|URBANO(A)|C01|6.00|50.00|31.00|55.00|35.00|68.00|33.00|37.00|1.00|1.00|2.00|15.00|7.00|5.00|1.00|0.00|347.00|15.00|362.00|524.00|ACTA CASILLA||||4|8|16|GENERAL PANFILO NATERA|441|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|469.00|URBANO(A)|C01|16.00|98.00|27.00|12.00|12.00|2.00|95.00|26.00|0.00|2.00|3.00|0.00|0.00|8.00|7.00|0.00|308.00|11.00|319.00|625.00|ACTA CASILLA||||4|4|17|GUADALUPE|469|U|
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|611.00|URBANO(A)|B|45.00|115.00|7.00|12.00|7.00|9.00|52.00|35.00|0.00|0.00|0.00|3.00|0.00|2.00|12.00|0.00|299.00|13.00|312.00|535.00|ACTA CASILLA||||2|10|20|JEREZ|611|U|
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|611.00|URBANO(A)|C01|47.00|106.00|9.00|5.00|6.00|7.00|46.00|32.00|3.00|0.00|0.00|0.00|0.00|6.00|10.00|0.00|277.00|11.00|288.00|534.00|ACTA CASILLA||||2|10|20|JEREZ|611|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|8.00|CUAUHT?OC|109.00|RURAL|B|8.00|99.00|32.00|8.00|20.00|2.00|57.00|23.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|252.00|11.00|263.00|369.00|ACTA CASILLA||||2|11|8|CUAUHTEMOC|109|R|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|37.00|GENERAL PANFILO NATERA|441.00|URBANO(A)|C02|3.00|46.00|35.00|47.00|56.00|57.00|48.00|35.00|2.00|1.00|3.00|4.00|1.00|2.00|3.00|0.00|343.00|14.00|357.00|523.00|ACTA CASILLA||||4|8|16|GENERAL PANFILO NATERA|441|U|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1094.00|MIXTO(A)|C01|4.00|145.00|6.00|11.00|4.00|0.00|155.00|16.00|0.00|0.00|0.00|0.00|0.00|3.00|1.00|0.00|345.00|6.00|351.00|423.00|ACTA CASILLA||||4|15|38|PINOS|1094|M|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|469.00|URBANO(A)|C02|19.00|106.00|21.00|12.00|17.00|5.00|105.00|27.00|1.00|0.00|6.00|0.00|0.00|9.00|3.00|0.00|331.00|5.00|336.00|625.00|ACTA CASILLA||||4|4|17|GUADALUPE|469|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|470.00|MIXTO(A)|C03|18.00|112.00|32.00|22.00|11.00|4.00|101.00|28.00|2.00|1.00|2.00|0.00|0.00|0.00|7.00|0.00|340.00|14.00|354.00|725.00|ACTA CASILLA||||4|4|17|GUADALUPE|470|M|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1095.00|MIXTO(A)|C01|9.00|106.00|14.00|3.00|8.00|1.00|162.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|316.00|1.00|317.00|413.00|ACTA CASILLA||||4|15|38|PINOS|1095|M|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1205.00|URBANO(A)|C01|35.00|72.00|25.00|8.00|4.00|1.00|57.00|0.00|5.00|0.00|1.00|0.00|1.00|1.00|1.00|0.00|211.00|6.00|217.00|387.00|GRUPO DE RECUENTO||||3|16|39|RIO GRANDE|1205|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|37.00|GENERAL PANFILO NATERA|444.00|URBANO(A)|B|3.00|61.00|39.00|41.00|29.00|9.00|22.00|15.00|0.00|2.00|7.00|2.00|1.00|0.00|0.00|1.00|231.00|9.00|241.00|351.00|ACTA CASILLA||||4|8|16|GENERAL PANFILO NATERA|444|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|50.00|TRANCOSO|532.00|URBANO(A)|C01|8.00|103.00|72.00|32.00|3.00|13.00|96.00|36.00|4.00|0.00|0.00|2.00|0.00|3.00|3.00|0.00|375.00|9.00|384.00|532.00|ACTA CASILLA||||4|8|57|TRANCOSO|532|U|
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|612.00|URBANO(A)|C01|76.00|88.00|8.00|8.00|3.00|8.00|58.00|24.00|4.00|2.00|0.00|0.00|0.00|4.00|10.00|0.00|293.00|6.00|299.00|472.00|ACTA CASILLA||||2|10|20|JEREZ|612|U|
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|613.00|URBANO(A)|B|69.00|138.00|9.00|17.00|7.00|5.00|54.00|33.00|5.00|1.00|1.00|0.00|0.00|6.00|9.00|0.00|354.00|13.00|367.00|615.00|ACTA CASILLA||||2|10|20|JEREZ|613|U|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1096.00|URBANO(A)|B|4.00|109.00|14.00|5.00|1.00|0.00|121.00|20.00|0.00|2.00|1.00|0.00|0.00|2.00|4.00|0.00|283.00|11.00|294.00|398.00|ACTA CASILLA||||4|15|38|PINOS|1096|U|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1214.00|URBANO(A)|B|23.00|86.00|38.00|9.00|7.00|3.00|64.00|27.00|5.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|265.00|0.00|265.00|498.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1214|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|470.00|MIXTO(A)|C07|22.00|102.00|21.00|13.00|6.00|5.00|144.00|23.00|2.00|0.00|3.00|0.00|0.00|3.00|4.00|0.00|348.00|4.00|352.00|725.00|ACTA CASILLA||||4|4|17|GUADALUPE|470|M|
2|32|ZACATECAS|3|4.00|GUADALUPE|52.00|VETAGRANDE|1608.00|URBANO(A)|C01|21.00|163.00|88.00|7.00|2.00|1.00|96.00|53.00|20.00|0.00|2.00|1.00|0.00|3.00|1.00|0.00|458.00|9.00|467.00|600.00|GRUPO DE RECUENTO||||3|4|50|VETAGRANDE|1608|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|463.00|URBANO(A)|B|50.00|140.00|38.00|10.00|5.00|2.00|188.00|7.00|8.00|0.00|0.00|0.00|0.00|6.00|6.00|1.00|460.00|6.00|467.00|710.00|ACTA CASILLA||||4|4|17|GUADALUPE|463|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1739.00|RURAL|B|6.00|102.00|158.00|1.00|6.00|20.00|29.00|15.00|9.00|8.00|1.00|0.00|0.00|0.00|0.00|0.00|355.00|13.00|368.00|571.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1739|R|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1718.00|URBANO(A)|B|26.00|222.00|63.00|0.00|3.00|15.00|91.00|15.00|3.00|6.00|2.00|1.00|0.00|1.00|2.00|0.00|450.00|12.00|462.00|694.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1718|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|463.00|URBANO(A)|C02|53.00|141.00|34.00|6.00|4.00|3.00|164.00|20.00|2.00|2.00|2.00|0.00|0.00|14.00|9.00|0.00|454.00|8.00|462.00|709.00|ACTA CASILLA||||4|4|17|GUADALUPE|463|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1719.00|URBANO(A)|B|18.00|149.00|74.00|0.00|12.00|22.00|48.00|12.00|1.00|3.00|0.00|2.00|0.00|2.00|6.00|0.00|349.00|35.00|384.00|619.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1719|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|464.00|URBANO(A)|C01|44.00|180.00|31.00|6.00|12.00|2.00|132.00|3.00|3.00|2.00|0.00|0.00|0.00|2.00|7.00|1.00|424.00|7.00|432.00|711.00|ACTA CASILLA||||4|4|17|GUADALUPE|464|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|465.00|URBANO(A)|B|37.00|130.00|22.00|7.00|8.00|2.00|124.00|16.00|6.00|1.00|4.00|0.00|0.00|7.00|9.00|0.00|373.00|7.00|380.00|618.00|ACTA CASILLA||||4|4|17|GUADALUPE|465|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|37.00|GENERAL PANFILO NATERA|438.00|URBANO(A)|C01|1.00|58.00|53.00|34.00|28.00|23.00|20.00|29.00|4.00|3.00|8.00|0.00|0.00|2.00|2.00|0.00|265.00|5.00|270.00|385.00|ACTA CASILLA||||4|8|16|GENERAL PANFILO NATERA|438|U|
2|32|ZACATECAS|2|13.00|JALPA|45.00|TABASCO|1402.00|RURAL|B|110.00|144.00|17.00|4.00|2.00|4.00|44.00|18.00|11.00|0.00|1.00|0.00|0.00|3.00|1.00|0.00|359.00|14.00|373.00|601.00|ACTA CASILLA||||2|13|44|TABASCO|1402|R|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|136.00|URBANO(A)|B|18.00|101.00|14.00|6.00|9.00|3.00|92.00|42.00|1.00|1.00|1.00|0.00|1.00|2.00|3.00|0.00|294.00|7.00|301.00|606.00|ACTA CASILLA||||1|7|10|FRESNILLO|136|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|176.00|URBANO(A)|B|43.00|70.00|14.00|7.00|4.00|5.00|116.00|22.00|0.00|0.00|0.00|0.00|0.00|5.00|6.00|0.00|292.00|13.00|305.00|533.00|ACTA CASILLA||||1|6|10|FRESNILLO|176|U|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|136.00|URBANO(A)|C01|16.00|95.00|9.00|11.00|9.00|5.00|57.00|40.00|2.00|2.00|2.00|0.00|0.00|6.00|5.00|0.00|259.00|14.00|273.00|606.00|ACTA CASILLA||||1|7|10|FRESNILLO|136|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1721.00|MIXTO(A)|B|33.00|192.00|120.00|0.00|12.00|21.00|51.00|26.00|5.00|9.00|0.00|0.00|0.00|1.00|2.00|0.00|472.00|13.00|485.00|745.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1721|M|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|290.00|RURAL|C01|18.00|123.00|22.00|7.00|8.00|5.00|115.00|60.00|1.00|0.00|1.00|0.00|0.00|4.00|3.00|0.00|367.00|9.00|376.00|579.00|ACTA CASILLA||||1|7|10|FRESNILLO|290|R|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|467.00|URBANO(A)|C02|23.00|111.00|27.00|5.00|6.00|2.00|152.00|13.00|4.00|0.00|0.00|0.00|0.00|7.00|10.00|0.00|360.00|7.00|367.00|613.00|ACTA CASILLA||||4|4|17|GUADALUPE|467|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|230.00|RURAL|C01|11.00|134.00|8.00|4.00|2.00|0.00|56.00|22.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|239.00|5.00|244.00|378.00|ACTA CASILLA||||1|5|10|FRESNILLO|230|R|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|549.00|MIXTO(A)|C01|19.00|99.00|17.00|8.00|5.00|2.00|123.00|23.00|2.00|1.00|1.00|0.00|0.00|8.00|9.00|0.00|317.00|7.00|324.00|733.00|ACTA CASILLA||||4|4|17|GUADALUPE|549|M|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|468.00|URBANO(A)|C02|5.00|101.00|22.00|12.00|11.00|4.00|52.00|26.00|0.00|0.00|3.00|0.00|0.00|6.00|6.00|1.00|248.00|12.00|261.00|529.00|ACTA CASILLA||||4|4|17|GUADALUPE|468|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|166.00|URBANO(A)|B|60.00|110.00|19.00|10.00|4.00|3.00|142.00|22.00|2.00|1.00|1.00|0.00|0.00|10.00|10.00|0.00|394.00|10.00|404.00|656.00|ACTA CASILLA||||1|6|10|FRESNILLO|166|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|469.00|URBANO(A)|B|23.00|114.00|24.00|9.00|23.00|6.00|114.00|26.00|1.00|0.00|1.00|0.00|0.00|4.00|7.00|0.00|352.00|16.00|368.00|625.00|ACTA CASILLA||||4|4|17|GUADALUPE|469|U|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1195.00|URBANO(A)|B|21.00|82.00|12.00|33.00|1.00|1.00|42.00|18.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|212.00|9.00|221.00|398.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1195|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|470.00|MIXTO(A)|C02|15.00|94.00|29.00|17.00|10.00|2.00|140.00|17.00|4.00|1.00|1.00|0.00|0.00|10.00|6.00|0.00|346.00|7.00|353.00|725.00|ACTA CASILLA||||4|4|17|GUADALUPE|470|M|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|137.00|MIXTO(A)|B|19.00|91.00|17.00|7.00|6.00|10.00|80.00|47.00|4.00|1.00|0.00|0.00|0.00|4.00|6.00|0.00|292.00|12.00|304.00|602.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|137|M|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|173.00|URBANO(A)|B|28.00|114.00|14.00|4.00|3.00|3.00|134.00|42.00|2.00|0.00|2.00|0.00|0.00|5.00|5.00|0.00|356.00|3.00|359.00|729.00|ACTA CASILLA||||1|6|10|FRESNILLO|173|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1717.00|URBANO(A)|C01|9.00|173.00|66.00|1.00|4.00|19.00|35.00|16.00|3.00|4.00|1.00|5.00|0.00|0.00|2.00|0.00|338.00|8.00|346.00|516.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1717|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1720.00|URBANO(A)|B|12.00|119.00|83.00|2.00|12.00|19.00|34.00|15.00|4.00|3.00|0.00|1.00|2.00|0.00|0.00|0.00|306.00|7.00|313.00|515.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1720|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1751.00|RURAL|B|9.00|21.00|25.00|0.00|2.00|5.00|5.00|5.00|4.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|79.00|1.00|80.00|167.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1751|R|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|37.00|GENERAL PANFILO NATERA|438.00|URBANO(A)|B|5.00|55.00|56.00|40.00|35.00|15.00|20.00|24.00|1.00|1.00|5.00|0.00|0.00|0.00|2.00|0.00|259.00|5.00|264.00|386.00|ACTA CASILLA||||4|8|16|GENERAL PANFILO NATERA|438|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|36.00|OJOCALIENTE|1037.00|MIXTO(A)|B|21.00|90.00|15.00|15.00|5.00|1.00|87.00|43.00|0.00|3.00|3.00|2.00|0.00|1.00|2.00|0.00|288.00|14.00|302.00|537.00|ACTA CASILLA||||2|8|36|OJOCALIENTE|1037|M|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|184.00|URBANO(A)|B|20.00|68.00|5.00|6.00|0.00|2.00|87.00|12.00|2.00|0.00|0.00|0.00|0.00|2.00|4.00|1.00|208.00|2.00|211.00|354.00|ACTA CASILLA||||1|6|10|FRESNILLO|184|U|
2|32|ZACATECAS|4|4.00|GUADALUPE|16.00|GUADALUPE|1891.00|URBANO(A)|C01|12.00|58.00|18.00|5.00|0.00|2.00|87.00|13.00|3.00|1.00|0.00|0.00|0.00|6.00|4.00|0.00|209.00|7.00|216.00|407.00|ACTA CASILLA||||4|4|17|GUADALUPE|1891|U|
2|32|ZACATECAS|3|18.00|JUAN ALDAMA|40.00|RIO GRANDE|1226.00|MIXTO(A)|B|27.00|100.00|19.00|11.00|10.00|5.00|87.00|18.00|3.00|0.00|1.00|0.00|0.00|5.00|0.00|0.00|286.00|14.00|300.00|545.00|ACTA CASILLA||||3|18|39|RIO GRANDE|1226|M|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|185.00|URBANO(A)|B|18.00|70.00|6.00|5.00|4.00|2.00|54.00|22.00|2.00|1.00|1.00|0.00|0.00|7.00|7.00|0.00|199.00|4.00|203.00|351.00|ACTA CASILLA||||1|6|10|FRESNILLO|185|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1753.00|RURAL|B|1.00|59.00|21.00|3.00|1.00|3.00|24.00|4.00|1.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|120.00|3.00|123.00|211.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1753|R|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1823.00|URBANO(A)|B|13.00|77.00|12.00|4.00|4.00|3.00|93.00|16.00|3.00|0.00|2.00|0.00|0.00|5.00|10.00|0.00|242.00|9.00|251.00|484.00|ACTA CASILLA||||3|1|56|ZACATECAS|1823|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1711.00|URBANO(A)|B|14.00|128.00|78.00|4.00|9.00|10.00|38.00|19.00|5.00|5.00|0.00|0.00|1.00|0.00|3.00|0.00|314.00|6.00|320.00|524.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1711|U|
2|32|ZACATECAS|2|13.00|JALPA|34.00|NOCHISTLAN DE MEJIA|969.00|URBANO(A)|C02|64.00|117.00|23.00|61.00|4.00|4.00|93.00|58.00|9.00|0.00|4.00|0.00|0.00|4.00|3.00|0.00|444.00|12.00|456.00|717.00|ACTA CASILLA||||2|13|34|NOCHISTLAN DE MEJIA|969|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1711.00|URBANO(A)|C01|11.00|114.00|62.00|1.00|6.00|16.00|34.00|25.00|5.00|7.00|0.00|0.00|0.00|0.00|1.00|1.00|282.00|13.00|296.00|524.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1711|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1714.00|URBANO(A)|B|6.00|126.00|69.00|2.00|7.00|26.00|27.00|17.00|4.00|8.00|0.00|3.00|0.00|0.00|2.00|0.00|297.00|8.00|305.00|476.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1714|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|37.00|GENERAL PANFILO NATERA|439.00|URBANO(A)|B|6.00|41.00|37.00|38.00|22.00|21.00|44.00|29.00|3.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|242.00|14.00|256.00|398.00|ACTA CASILLA||||4|8|16|GENERAL PANFILO NATERA|439|U|
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|606.00|MIXTO(A)|C02|93.00|135.00|21.00|11.00|10.00|6.00|58.00|41.00|5.00|1.00|0.00|0.00|0.00|3.00|10.00|1.00|394.00|12.00|407.00|689.00|ACTA CASILLA||||2|10|20|JEREZ|606|M|
2|32|ZACATECAS|2|11.00|VILLANUEVA|57.00|VILLANUEVA|1722.00|MIXTO(A)|B|17.00|150.00|63.00|2.00|7.00|13.00|45.00|9.00|2.00|1.00|0.00|2.00|0.00|3.00|2.00|0.00|316.00|13.00|329.00|510.00|ACTA CASILLA||||2|11|55|VILLANUEVA|1722|M|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|136.00|URBANO(A)|C03|21.00|95.00|8.00|18.00|6.00|6.00|58.00|39.00|2.00|0.00|3.00|0.00|1.00|6.00|5.00|1.00|268.00|10.00|279.00|605.00|ACTA CASILLA||||1|7|10|FRESNILLO|136|U|
