CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|NVA_ALIANZA|MORENA|ES|PRD_PAN|PRI_PVEM_NVA_ALIANZA|PRI_PVEM|PRI_NVA_ALIANZA|PVEM_NVA_ALIANZA|CAND_IND1|CAND_IND2|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1807.00|URBANO(A)|B|30.00|117.00|14.00|6.00|4.00|7.00|199.00|15.00|2.00|0.00|0.00|0.00|0.00|5.00|14.00|1.00|413.00|4.00|418.00|616.00|ACTA CASILLA||||3|2|56|ZACATECAS|1807|U|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|493.00|URBANO(A)|B|16.00|62.00|22.00|10.00|6.00|1.00|77.00|16.00|3.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|216.00|6.00|222.00|403.00|ACTA CASILLA||||4|3|17|GUADALUPE|493|U|
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|612.00|URBANO(A)|B|70.00|83.00|16.00|11.00|6.00|5.00|74.00|28.00|2.00|0.00|0.00|1.00|0.00|3.00|7.00|0.00|306.00|8.00|314.00|472.00|GRUPO DE RECUENTO||||2|10|20|JEREZ|612|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|200.00|URBANO(A)|B|41.00|85.00|28.00|3.00|5.00|4.00|166.00|29.00|9.00|3.00|4.00|0.00|0.00|7.00|9.00|3.00|393.00|6.00|402.00|637.00|ACTA CASILLA||||1|6|10|FRESNILLO|200|U|
2|32|ZACATECAS|2|13.00|JALPA|34.00|NOCHISTLAN DE MEJIA|967.00|URBANO(A)|B|43.00|95.00|2.00|33.00|2.00|0.00|65.00|36.00|2.00|0.00|2.00|0.00|0.00|0.00|3.00|0.00|283.00|13.00|296.00|478.00|ACTA CASILLA||||2|13|34|NOCHISTLAN DE MEJIA|967|U|
2|32|ZACATECAS|4|11.00|VILLANUEVA|36.00|OJOCALIENTE|1066.00|RURAL|C01|9.00|76.00|9.00|105.00|4.00|1.00|10.00|16.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|232.00|12.00|244.00|458.00|ACTA CASILLA||||2|11|36|OJOCALIENTE|1066|R|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1859.00|URBANO(A)|C03|17.00|109.00|18.00|4.00|14.00|1.00|114.00|16.00|2.00|0.00|2.00|0.00|0.00|7.00|5.00|0.00|309.00|7.00|316.00|641.00|ACTA CASILLA||||3|1|56|ZACATECAS|1859|U|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|508.00|URBANO(A)|C01|21.00|76.00|29.00|14.00|6.00|3.00|94.00|25.00|1.00|0.00|2.00|0.00|0.00|6.00|3.00|0.00|280.00|13.00|293.00|496.00|GRUPO DE RECUENTO||||4|3|17|GUADALUPE|508|U|
2|32|ZACATECAS|2|13.00|JALPA|34.00|NOCHISTLAN DE MEJIA|966.00|MIXTO(A)|C01|87.00|77.00|15.00|42.00|6.00|1.00|67.00|45.00|10.00|0.00|1.00|0.00|0.00|1.00|10.00|0.00|362.00|11.00|373.00|576.00|ACTA CASILLA||||2|13|34|NOCHISTLAN DE MEJIA|966|M|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1148.00|RURAL|B|2.00|102.00|4.00|16.00|0.00|1.00|180.00|2.00|0.00|1.00|0.00|0.00|0.00|1.00|3.00|1.00|312.00|7.00|320.00|481.00|ACTA CASILLA||||4|15|38|PINOS|1148|R|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|493.00|URBANO(A)|C01|14.00|71.00|13.00|9.00|9.00|2.00|76.00|19.00|1.00|1.00|0.00|0.00|0.00|3.00|5.00|0.00|223.00|5.00|228.00|403.00|ACTA CASILLA||||4|3|17|GUADALUPE|493|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1807.00|URBANO(A)|C01|31.00|112.00|24.00|13.00|3.00|4.00|168.00|24.00|2.00|0.00|2.00|0.00|0.00|8.00|8.00|0.00|399.00|1.00|400.00|616.00|ACTA CASILLA||||3|2|56|ZACATECAS|1807|U|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1869.00|MIXTO(A)|E01C01|28.00|101.00|30.00|7.00|7.00|4.00|140.00|23.00|2.00|0.00|0.00|0.00|0.00|10.00|2.00|0.00|354.00|7.00|361.00|673.00|ACTA CASILLA||||3|1|56|ZACATECAS|1869|M|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1149.00|RURAL|B|2.00|80.00|7.00|25.00|10.00|2.00|99.00|1.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|229.00|3.00|232.00|347.00|ACTA CASILLA||||4|15|38|PINOS|1149|R|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|304.00|RURAL|B|13.00|161.00|16.00|11.00|15.00|7.00|40.00|33.00|2.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|300.00|14.00|314.00|563.00|ACTA CASILLA||||1|5|10|FRESNILLO|304|R|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|204.00|URBANO(A)|B|39.00|97.00|11.00|6.00|6.00|4.00|181.00|37.00|2.00|2.00|5.00|0.00|0.00|6.00|10.00|2.00|406.00|10.00|418.00|653.00|ACTA CASILLA||||1|6|10|FRESNILLO|204|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|50.00|TRANCOSO|533.00|MIXTO(A)|B|7.00|117.00|67.00|16.00|6.00|9.00|100.00|61.00|5.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|390.00|9.00|399.00|558.00|GRUPO DE RECUENTO||||4|8|57|TRANCOSO|533|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1809.00|URBANO(A)|B|34.00|98.00|22.00|6.00|2.00|5.00|118.00|7.00|2.00|0.00|0.00|1.00|0.00|7.00|10.00|0.00|312.00|4.00|316.00|460.00|ACTA CASILLA||||3|2|56|ZACATECAS|1809|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1809.00|URBANO(A)|C01|35.00|101.00|15.00|4.00|5.00|1.00|102.00|4.00|4.00|0.00|0.00|0.00|0.00|3.00|4.00|0.00|278.00|13.00|291.00|460.00|ACTA CASILLA||||3|2|56|ZACATECAS|1809|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|205.00|URBANO(A)|B|50.00|88.00|18.00|5.00|2.00|3.00|126.00|19.00|7.00|0.00|1.00|0.00|0.00|5.00|5.00|0.00|329.00|5.00|334.00|517.00|ACTA CASILLA||||1|6|10|FRESNILLO|205|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|251.00|RURAL|C01|12.00|63.00|8.00|11.00|3.00|4.00|74.00|19.00|3.00|1.00|1.00|0.00|0.00|1.00|2.00|0.00|202.00|8.00|210.00|377.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|251|R|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1810.00|URBANO(A)|B|27.00|83.00|16.00|3.00|6.00|3.00|96.00|11.00|2.00|0.00|0.00|1.00|0.00|1.00|1.00|0.00|250.00|5.00|255.00|392.00|ACTA CASILLA||||3|2|56|ZACATECAS|1810|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|250.00|MIXTO(A)|C01|11.00|145.00|10.00|10.00|4.00|4.00|82.00|22.00|0.00|1.00|2.00|1.00|0.00|2.00|3.00|0.00|297.00|7.00|304.00|548.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|250|M|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1860.00|URBANO(A)|B|16.00|94.00|16.00|1.00|8.00|1.00|119.00|26.00|1.00|1.00|0.00|0.00|0.00|12.00|3.00|0.00|298.00|1.00|299.00|536.00|ACTA CASILLA||||3|1|56|ZACATECAS|1860|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1808.00|URBANO(A)|B|27.00|85.00|16.00|1.00|2.00|2.00|109.00|5.00|3.00|2.00|1.00|0.00|0.00|7.00|12.00|0.00|272.00|2.00|274.00|441.00|ACTA CASILLA||||3|2|56|ZACATECAS|1808|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|36.00|OJOCALIENTE|1045.00|URBANO(A)|C01|9.00|73.00|17.00|10.00|5.00|8.00|47.00|25.00|0.00|2.00|0.00|0.00|0.00|1.00|0.00|0.00|197.00|4.00|201.00|385.00|GRUPO DE RECUENTO||||2|8|36|OJOCALIENTE|1045|U|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|543.00|MIXTO(A)|B|7.00|126.00|12.00|31.00|11.00|1.00|50.00|30.00|0.00|2.00|1.00|0.00|0.00|2.00|2.00|0.00|275.00|11.00|286.00|521.00|GRUPO DE RECUENTO||||4|3|17|GUADALUPE|543|M|
2|32|ZACATECAS|4|11.00|VILLANUEVA|36.00|OJOCALIENTE|1073.00|RURAL|B|19.00|139.00|17.00|90.00|6.00|3.00|37.00|32.00|5.00|2.00|3.00|0.00|0.00|1.00|2.00|0.00|356.00|16.00|372.00|740.00|ACTA CASILLA||||2|11|36|OJOCALIENTE|1073|R|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|339.00|RURAL|B|6.00|37.00|4.00|5.00|3.00|3.00|132.00|28.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|220.00|4.00|224.00|361.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|339|R|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1860.00|URBANO(A)|C01|27.00|100.00|25.00|4.00|4.00|1.00|122.00|22.00|2.00|1.00|3.00|1.00|0.00|5.00|1.00|0.00|318.00|4.00|322.00|535.00|ACTA CASILLA||||3|1|56|ZACATECAS|1860|U|
2|32|ZACATECAS|4|11.00|VILLANUEVA|36.00|OJOCALIENTE|1078.00|RURAL|B|12.00|47.00|12.00|16.00|2.00|2.00|20.00|2.00|3.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|118.00|2.00|120.00|164.00|ACTA CASILLA||||2|11|36|OJOCALIENTE|1078|R|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1150.00|URBANO(A)|B|3.00|209.00|14.00|11.00|5.00|2.00|178.00|4.00|0.00|0.00|1.00|0.00|0.00|1.00|2.00|0.00|430.00|11.00|441.00|619.00|ACTA CASILLA||||4|15|38|PINOS|1150|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|206.00|URBANO(A)|B|44.00|102.00|14.00|4.00|8.00|8.00|170.00|41.00|2.00|0.00|0.00|1.00|0.00|6.00|9.00|0.00|409.00|14.00|423.00|693.00|ACTA CASILLA||||1|6|10|FRESNILLO|206|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1810.00|URBANO(A)|C01|28.00|82.00|14.00|3.00|3.00|7.00|90.00|6.00|2.00|0.00|0.00|0.00|0.00|8.00|5.00|0.00|248.00|5.00|253.00|392.00|ACTA CASILLA||||3|2|56|ZACATECAS|1810|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1801.00|URBANO(A)|C01|32.00|105.00|29.00|10.00|8.00|3.00|179.00|20.00|4.00|1.00|0.00|0.00|0.00|8.00|5.00|1.00|404.00|7.00|412.00|667.00|GRUPO DE RECUENTO||||3|2|56|ZACATECAS|1801|U|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1860.00|URBANO(A)|C02|16.00|69.00|17.00|2.00|7.00|1.00|136.00|17.00|0.00|0.00|3.00|1.00|0.00|6.00|5.00|0.00|280.00|10.00|290.00|535.00|ACTA CASILLA||||3|1|56|ZACATECAS|1860|U|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1151.00|MIXTO(A)|B|4.00|178.00|10.00|3.00|4.00|2.00|141.00|5.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|348.00|11.00|359.00|526.00|ACTA CASILLA||||4|15|38|PINOS|1151|M|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1152.00|URBANO(A)|B|3.00|110.00|17.00|0.00|1.00|4.00|278.00|7.00|0.00|0.00|2.00|0.00|0.00|2.00|1.00|0.00|425.00|4.00|429.00|640.00|ACTA CASILLA||||4|15|38|PINOS|1152|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|207.00|URBANO(A)|B|35.00|93.00|13.00|4.00|8.00|0.00|173.00|24.00|1.00|1.00|0.00|0.00|0.00|6.00|4.00|0.00|362.00|11.00|373.00|659.00|ACTA CASILLA||||1|6|10|FRESNILLO|207|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|304.00|RURAL|C01|19.00|184.00|14.00|16.00|14.00|6.00|48.00|33.00|1.00|3.00|0.00|0.00|0.00|2.00|4.00|3.00|344.00|1.00|348.00|562.00|ACTA CASILLA||||1|5|10|FRESNILLO|304|R|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1811.00|URBANO(A)|B|26.00|96.00|15.00|8.00|11.00|6.00|152.00|18.00|2.00|0.00|2.00|0.00|0.00|10.00|6.00|0.00|352.00|16.00|368.00|543.00|ACTA CASILLA||||3|2|56|ZACATECAS|1811|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|266.00|URBANO(A)|B|8.00|97.00|5.00|19.00|9.00|5.00|71.00|44.00|0.00|1.00|3.00|1.00|1.00|4.00|5.00|0.00|273.00|5.00|278.00|494.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|266|U|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1861.00|URBANO(A)|B|13.00|101.00|21.00|3.00|3.00|3.00|166.00|21.00|2.00|2.00|0.00|0.00|0.00|6.00|5.00|1.00|346.00|15.00|362.00|633.00|ACTA CASILLA||||3|1|56|ZACATECAS|1861|U|
2|32|ZACATECAS|2|13.00|JALPA|34.00|NOCHISTLAN DE MEJIA|968.00|URBANO(A)|C01|42.00|121.00|21.00|49.00|7.00|2.00|101.00|61.00|3.00|0.00|0.00|2.00|0.00|0.00|2.00|0.00|411.00|10.00|421.00|654.00|ACTA CASILLA||||2|13|34|NOCHISTLAN DE MEJIA|968|U|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|494.00|URBANO(A)|B|22.00|126.00|23.00|8.00|4.00|2.00|144.00|26.00|4.00|2.00|2.00|0.00|0.00|5.00|6.00|0.00|374.00|8.00|382.00|633.00|ACTA CASILLA||||4|3|17|GUADALUPE|494|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1812.00|URBANO(A)|B|20.00|107.00|18.00|0.00|6.00|5.00|163.00|9.00|1.00|0.00|2.00|1.00|0.00|6.00|8.00|1.00|346.00|11.00|358.00|555.00|ACTA CASILLA||||3|2|56|ZACATECAS|1812|U|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1153.00|URBANO(A)|B|4.00|76.00|10.00|4.00|1.00|4.00|158.00|4.00|0.00|0.00|0.00|1.00|0.00|2.00|2.00|0.00|266.00|6.00|272.00|390.00|ACTA CASILLA||||4|15|38|PINOS|1153|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|262.00|RURAL|B|1.00|23.00|3.00|2.00|11.00|1.00|20.00|11.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|73.00|1.00|74.00|116.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|262|R|
2|32|ZACATECAS|2|13.00|JALPA|34.00|NOCHISTLAN DE MEJIA|969.00|URBANO(A)|B|60.00|113.00|15.00|54.00|5.00|3.00|93.00|66.00|8.00|3.00|4.00|0.00|0.00|0.00|2.00|0.00|426.00|13.00|439.00|717.00|ACTA CASILLA||||2|13|34|NOCHISTLAN DE MEJIA|969|U|
2|32|ZACATECAS|2|14.00|TLALTENANGO DE SANCHEZ ROMAN|49.00|TLALTENANGO DE SANCHEZ ROMAN|1487.00|URBANO(A)|B|100.00|95.00|7.00|2.00|21.00|4.00|128.00|0.00|6.00|3.00|2.00|2.00|0.00|14.00|7.00|0.00|391.00|18.00|409.00|739.00|GRUPO DE RECUENTO||||2|14|48|TLALTENANGO DE SANCHEZ ROMAN|1487|U|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1862.00|URBANO(A)|B|38.00|123.00|31.00|10.00|5.00|8.00|207.00|11.00|6.00|0.00|0.00|0.00|0.00|8.00|11.00|0.00|458.00|13.00|471.00|734.00|ACTA CASILLA||||3|1|56|ZACATECAS|1862|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|330.00|RURAL|B|3.00|113.00|3.00|9.00|1.00|6.00|67.00|25.00|1.00|0.00|1.00|0.00|1.00|2.00|1.00|0.00|233.00|6.00|239.00|405.00|ACTA CASILLA||||1|5|10|FRESNILLO|330|R|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|210.00|URBANO(A)|B|39.00|65.00|21.00|3.00|4.00|4.00|143.00|41.00|1.00|0.00|0.00|0.00|0.00|6.00|11.00|0.00|338.00|13.00|351.00|650.00|ACTA CASILLA||||1|6|10|FRESNILLO|210|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|252.00|RURAL|C01|7.00|95.00|6.00|12.00|2.00|7.00|96.00|28.00|1.00|0.00|0.00|0.00|0.00|1.00|4.00|0.00|259.00|2.00|261.00|469.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|252|R|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|494.00|URBANO(A)|C01|21.00|111.00|31.00|6.00|5.00|4.00|137.00|22.00|3.00|0.00|1.00|0.00|0.00|10.00|11.00|3.00|362.00|9.00|374.00|632.00|ACTA CASILLA||||4|3|17|GUADALUPE|494|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|331.00|RURAL|B|3.00|20.00|2.00|2.00|0.00|0.00|42.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|72.00|3.00|75.00|106.00|ACTA CASILLA||||1|5|10|FRESNILLO|331|R|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1862.00|URBANO(A)|C01|44.00|109.00|29.00|12.00|4.00|5.00|186.00|15.00|8.00|1.00|1.00|0.00|0.00|12.00|22.00|0.00|448.00|8.00|456.00|733.00|ACTA CASILLA||||3|1|56|ZACATECAS|1862|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|152.00|URBANO(A)|C01|18.00|60.00|9.00|7.00|0.00|3.00|87.00|9.00|4.00|1.00|1.00|0.00|0.00|5.00|9.00|0.00|213.00|6.00|219.00|389.00|GRUPO DE RECUENTO||||1|6|10|FRESNILLO|152|U|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|509.00|URBANO(A)|B|7.00|97.00|20.00|22.00|5.00|4.00|102.00|36.00|0.00|0.00|1.00|0.00|0.00|6.00|9.00|0.00|309.00|18.00|327.00|613.00|GRUPO DE RECUENTO||||4|3|17|GUADALUPE|509|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|211.00|URBANO(A)|C01|18.00|68.00|16.00|2.00|0.00|3.00|136.00|21.00|2.00|0.00|0.00|0.00|0.00|3.00|4.00|0.00|273.00|2.00|275.00|459.00|ACTA CASILLA||||1|6|10|FRESNILLO|211|U|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1863.00|URBANO(A)|B|6.00|63.00|8.00|3.00|3.00|3.00|110.00|37.00|2.00|1.00|1.00|0.00|0.00|5.00|3.00|0.00|245.00|3.00|248.00|414.00|ACTA CASILLA||||3|1|56|ZACATECAS|1863|U|
2|32|ZACATECAS|2|13.00|JALPA|34.00|NOCHISTLAN DE MEJIA|971.00|URBANO(A)|B|32.00|69.00|9.00|26.00|5.00|0.00|58.00|9.00|3.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|214.00|8.00|222.00|376.00|ACTA CASILLA||||2|13|34|NOCHISTLAN DE MEJIA|971|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|266.00|URBANO(A)|C01|7.00|92.00|2.00|15.00|7.00|6.00|95.00|35.00|0.00|0.00|5.00|0.00|0.00|4.00|1.00|0.00|269.00|15.00|284.00|494.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|266|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|170.00|URBANO(A)|B|12.00|45.00|12.00|8.00|3.00|2.00|97.00|27.00|1.00|1.00|6.00|1.00|0.00|3.00|4.00|0.00|222.00|8.00|230.00|379.00|GRUPO DE RECUENTO||||1|6|10|FRESNILLO|170|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1813.00|URBANO(A)|B|38.00|100.00|19.00|5.00|2.00|3.00|155.00|5.00|4.00|3.00|1.00|0.00|0.00|4.00|3.00|0.00|342.00|10.00|352.00|561.00|ACTA CASILLA||||3|2|56|ZACATECAS|1813|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|210.00|URBANO(A)|C03|36.00|67.00|15.00|2.00|4.00|2.00|150.00|40.00|2.00|0.00|1.00|0.00|0.00|7.00|6.00|0.00|332.00|8.00|340.00|650.00|ACTA CASILLA||||1|6|10|FRESNILLO|210|U|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|494.00|URBANO(A)|C02|14.00|112.00|31.00|9.00|3.00|7.00|149.00|33.00|4.00|1.00|2.00|0.00|0.00|5.00|6.00|0.00|376.00|5.00|381.00|632.00|ACTA CASILLA||||4|3|17|GUADALUPE|494|U|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|332.00|RURAL|B|0.00|25.00|3.00|3.00|4.00|1.00|90.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|127.00|1.00|128.00|176.00|ACTA CASILLA||||1|5|10|FRESNILLO|332|R|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1863.00|URBANO(A)|C01|22.00|55.00|18.00|3.00|5.00|1.00|110.00|14.00|0.00|0.00|1.00|2.00|0.00|4.00|7.00|0.00|242.00|9.00|251.00|414.00|ACTA CASILLA||||3|1|56|ZACATECAS|1863|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|213.00|URBANO(A)|B|32.00|90.00|16.00|12.00|5.00|8.00|124.00|54.00|2.00|3.00|0.00|2.00|0.00|4.00|4.00|0.00|356.00|7.00|363.00|707.00|ACTA CASILLA||||1|6|10|FRESNILLO|213|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1872.00|RURAL|B|50.00|119.00|27.00|2.00|6.00|5.00|78.00|54.00|7.00|0.00|2.00|0.00|0.00|1.00|2.00|0.00|353.00|4.00|357.00|512.00|ACTA CASILLA||||3|2|56|ZACATECAS|1872|R|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|494.00|URBANO(A)|C04|35.00|118.00|30.00|7.00|2.00|5.00|108.00|26.00|8.00|0.00|1.00|0.00|0.00|4.00|11.00|0.00|355.00|3.00|358.00|632.00|ACTA CASILLA||||4|3|17|GUADALUPE|494|U|
2|32|ZACATECAS|2|13.00|JALPA|34.00|NOCHISTLAN DE MEJIA|971.00|URBANO(A)|C01|29.00|65.00|6.00|24.00|1.00|1.00|62.00|17.00|6.00|1.00|7.00|1.00|0.00|1.00|1.00|0.00|222.00|14.00|236.00|376.00|ACTA CASILLA||||2|13|34|NOCHISTLAN DE MEJIA|971|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|36.00|OJOCALIENTE|1061.00|RURAL|B|4.00|42.00|8.00|22.00|13.00|1.00|5.00|7.00|0.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|105.00|2.00|107.00|135.00|GRUPO DE RECUENTO||||2|8|36|OJOCALIENTE|1061|R|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1864.00|URBANO(A)|B|14.00|66.00|21.00|5.00|3.00|3.00|103.00|12.00|1.00|1.00|0.00|0.00|0.00|3.00|9.00|1.00|241.00|6.00|248.00|414.00|ACTA CASILLA||||3|1|56|ZACATECAS|1864|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|213.00|URBANO(A)|C02|20.00|90.00|15.00|9.00|7.00|5.00|110.00|66.00|2.00|4.00|2.00|0.00|0.00|2.00|5.00|0.00|337.00|8.00|345.00|707.00|ACTA CASILLA||||1|6|10|FRESNILLO|213|U|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|495.00|URBANO(A)|B|21.00|126.00|30.00|7.00|8.00|7.00|157.00|17.00|1.00|0.00|0.00|0.00|0.00|0.00|8.00|10.00|382.00|14.00|406.00|692.00|ACTA CASILLA||||4|3|17|GUADALUPE|495|U|
2|32|ZACATECAS|2|13.00|JALPA|34.00|NOCHISTLAN DE MEJIA|972.00|URBANO(A)|B|43.00|112.00|9.00|44.00|4.00|2.00|107.00|37.00|3.00|0.00|2.00|0.00|0.00|2.00|3.00|0.00|368.00|10.00|378.00|615.00|ACTA CASILLA||||2|13|34|NOCHISTLAN DE MEJIA|972|U|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1873.00|RURAL|B|45.00|122.00|31.00|14.00|5.00|4.00|94.00|25.00|0.00|0.00|0.00|0.00|0.00|11.00|4.00|0.00|355.00|18.00|373.00|620.00|ACTA CASILLA||||3|2|56|ZACATECAS|1873|R|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|268.00|RURAL|C01|17.00|56.00|4.00|16.00|7.00|10.00|58.00|23.00|3.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|197.00|6.00|203.00|409.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|268|R|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1222.00|URBANO(A)|B|8.00|77.00|27.00|22.00|5.00|4.00|96.00|29.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|271.00|27.00|298.00|485.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1222|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|214.00|URBANO(A)|B|22.00|91.00|11.00|6.00|5.00|2.00|90.00|36.00|0.00|0.00|2.00|0.00|0.00|3.00|2.00|1.00|270.00|6.00|277.00|586.00|ACTA CASILLA||||1|6|10|FRESNILLO|214|U|
